Identifiant station,Nom de la Station,Nom de la ligne,Niveau de pollution aux particules,Niveau de pollution,Incertitude,Recommandation de surveillance,Action(s) QAI en cours,stop_lon,stop_lat,air,niveau_pollution
IDFM:490851,Chevilly-Larue (Marché International),Métro 14,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,2.367374604185919,48.75848356146962,,pas de données
IDFM:462963,République,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.3633023407804536,48.86751235781114,,pollution moyenne
IDFM:22082,Franklin D. Roosevelt,Métro 1,pollution faible,FAIBLE,Évaluation : mesures permanentes,non,,2.309359666519628,48.8691648256349,,pollution faible
IDFM:22152,Château Rouge,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3495819680256598,48.88724193064896,,pollution faible
IDFM:462985,Pont de Levallois - Bécon,Métro 3,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.28030375318625,48.89722831603318,,pollution faible
IDFM:24687,Danube,Métro 7B,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.393228471227492,48.88194921492064,,pollution moyenne
IDFM:22238,Mairie de Clichy,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3058484063578857,48.90349897462669,,pollution moyenne
IDFM:463026,Place d'Italie,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.355330902236442,48.83154938471729,,pollution moyenne
IDFM:21985,Chardon Lagache,Métro 10,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.26690547594029,48.84508829917885,,pollution faible
IDFM:462968,Rennes,Métro 12,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.32802068556793,48.84819024311401,,pollution moyenne
IDFM:480341,Saint-Ouen,Métro 14,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3227559546697414,48.90516956991565,,pollution moyenne
IDFM:463115,Bonne Nouvelle,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.348496122542364,48.87048144580479,,pollution moyenne
IDFM:22381,Opéra,Métro 7,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3324387808144875,48.87030303390994,,pollution faible
IDFM:22101,La Défense (Grande Arche),Métro 1,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.237988183098828,48.89181786646099,,pollution faible
IDFM:22013,Gare de l'Est,Métro 5,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.35806459441865,48.87616299446643,,pollution moyenne
IDFM:463030,Porte de Choisy,Métro 7,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3646785940494577,48.82005592914816,,pollution faible
IDFM:22002,Richard-Lenoir,Métro 5,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.371813630476951,48.85987693786871,,pollution moyenne
IDFM:22375,Pyramides,Métro 7,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3344175359665558,48.86588028991413,,pollution faible
IDFM:22134,Strasbourg - Saint-Denis,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.354491616563834,48.86962358263758,,pollution faible
IDFM:463001,Gare de l'Est,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,,2.358120525273069,48.87627121454162,,pollution moyenne
IDFM:463062,Notre-Dame-de-Lorette,Métro 12,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.337900771823332,48.87604417483004,,pollution moyenne
IDFM:463296,Rome,Métro 2,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,Action(s) d'amélioration de la qualité de l'air en cours,2.3213591738229726,48.88234581879614,,pollution moyenne
IDFM:463325,Voltaire,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.3800316941488044,48.85766243438601,,pollution moyenne
IDFM:22244,Garibaldi,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.331962553647662,48.906372391923206,,pollution faible
IDFM:22196,Richelieu - Drouot,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3384190255427955,48.87173920910264,,pollution moyenne
IDFM:22157,Montparnasse Bienvenue,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.320983883036087,48.84231364506487,,pollution moyenne
IDFM:22173,Glacière,Métro 6,station aérienne,station aérienne,,non,,2.3434974927179884,48.83117023524584,,station aérienne
IDFM:462999,Laumière,Métro 5,pollution élevée,ELEVE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.3793117790180998,48.88520088689033,,pollution élevée
IDFM:463129,Bercy,Métro 14,pollution faible,FAIBLE,Évaluation : campagne de mesure ponctuelle,non,,2.3790620152277238,48.84010199803391,,pollution faible
IDFM:463134,Botzaris,Métro 7B,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.388900951315739,48.879534991268365,,pollution moyenne
IDFM:463288,Quai de la Gare,Métro 6,station aérienne,station aérienne,,non,,2.372766248948172,48.8370742706096,,station aérienne
IDFM:22005,Ourcq,Métro 5,pollution élevée,ELEVE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,Action(s) d'amélioration de la qualité de l'air en cours,2.3866765356019912,48.88714990283661,,pollution élevée
IDFM:22111,Porte Dauphine,Métro 2,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.277632717545272,48.87139679524832,,pollution moyenne
IDFM:22231,Brochant,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3201902468999456,48.89062201554889,,pollution faible
IDFM:462997,Gambetta,Métro 3B,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.398537305704572,48.865032564464,,pollution moyenne
IDFM:463162,Commerce,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.293851708440619,48.84458485524012,,pollution faible
IDFM:462986,Sentier,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.347513710821989,48.86728343166051,,pollution moyenne
IDFM:463219,Mairie d'Issy,Métro 12,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.273558168023932,48.82434428766646,,pollution moyenne
IDFM:463229,Pernety,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.318323659736018,48.83416372097089,,pollution faible
IDFM:463258,Porte de Champerret,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.2921124821588448,48.885652393133846,,pollution moyenne
IDFM:463238,Michel-Ange - Auteuil,Métro 9,pollution élevée,ELEVE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,Action(s) d'amélioration de la qualité de l'air en cours,2.2638093220226634,48.84770893216831,,pollution élevée
IDFM:490839,Hôpital Bicêtre,Métro 14,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,2.349946533239157,48.809971090725966,,pas de données
IDFM:463188,Havre-Caumartin,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.327677208279404,48.8737568325288,,pollution moyenne
IDFM:463041,Tuileries,Métro 1,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3296780947116416,48.864477839314645,,pollution faible
IDFM:22401,Villejuif Paul Vaillant-Couturier,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3683316015776423,48.79631793416014,,pollution moyenne
IDFM:463082,Front Populaire,Métro 12,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.365792023989413,48.90666420278779,,pollution moyenne
IDFM:462971,Saint-Lazare,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3244924701707954,48.87496650103443,,pollution moyenne
IDFM:22006,Place d'Italie,Métro 5,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.35559694336975,48.83096622708413,,pollution moyenne
IDFM:22218,Saint-Lazare,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.325488390672613,48.87538131600797,,pollution faible
IDFM:22123,Anvers,Métro 2,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.344154840330292,48.882868568843925,,pollution moyenne
IDFM:463278,Porte de Clichy,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.31320835075881,48.89443128801746,,pollution moyenne
IDFM:463209,Liberté,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.406409459132366,48.82608032193611,,pollution moyenne
IDFM:22240,Basilique de Saint-Denis,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3592958408126816,48.93678306532419,,pollution moyenne
IDFM:463228,Pereire,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.297701123838181,48.88492986463719,,pollution moyenne
IDFM:22235,Malakoff - Plateau de Vanves,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.298295381702497,48.82220756804045,,pollution faible
IDFM:463127,Bel-Air,Métro 6,station aérienne,station aérienne,,non,,2.400867131995259,48.84142733223358,,station aérienne
IDFM:22074,Saint-Paul (Le Marais),Métro 1,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3608852562751967,48.85518742160445,,pollution faible
IDFM:463232,Pont Neuf,Métro 7,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,,2.341776749148542,48.85854633926832,,pollution faible
IDFM:463056,Créteil - Préfecture,Métro 8,station aérienne,station aérienne,,non,,2.459305169291261,48.77975652677895,,station aérienne
IDFM:22084,George V,Métro 1,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.300759784978918,48.87203776458909,,pollution faible
IDFM:463098,Picpus,Métro 6,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.401274538822374,48.84510324750185,,pollution moyenne
IDFM:22146,Les Halles,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.34600573656331,48.86252665962869,,pollution faible
IDFM:22227,La Fourche,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.325686960766736,48.88742451051807,,pollution faible
IDFM:463159,Châtelet,Métro 14,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.346411849769497,48.85955653272677,,pollution moyenne
IDFM:463057,Pointe du Lac,Métro 8,station aérienne,station aérienne,,non,,2.464317312722042,48.76876136434425,,station aérienne
IDFM:463009,Stalingrad,Métro 2,station aérienne,station aérienne,,non,Action(s) d'amélioration de la qualité de l'air en cours,2.365774370558169,48.88432054886986,,station aérienne
IDFM:22040,Pigalle,Métro 12,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3371840091053384,48.88201178841109,,pollution moyenne
IDFM:22077,Porte de Vincennes,Métro 1,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,,2.4108049967015006,48.84700773108863,,pollution moyenne
IDFM:463124,Avenue Emile Zola,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.2950189971435506,48.84703801370517,,pollution moyenne
IDFM:22371,Riquet,Métro 7,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.373764152701256,48.88810829453359,,pollution faible
IDFM:22034,Louise Michel,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.2882778490679767,48.88853900119613,,pollution moyenne
IDFM:22129,Place de Clichy,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.327398345647013,48.88373789022764,,pollution faible
IDFM:22400,Villejuif - Louis Aragon,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.36783901176962,48.78753717099888,,pollution moyenne
IDFM:22108,Ternes,Métro 2,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.2981136521983068,48.8782007528283,,pollution moyenne
IDFM:462956,Exelmans,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.25967486021195,48.842624465259945,,pollution moyenne
IDFM:22010,Bastille,Métro 5,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.368922075646989,48.85328747830434,,pollution moyenne
IDFM:463166,Créteil - L'Echat,Métro 8,station aérienne,station aérienne,,non,,2.449424047013373,48.79661108096057,,station aérienne
IDFM:463202,La Motte-Picquet - Grenelle,Métro 10,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.298684579816939,48.849532805857095,,pollution faible
IDFM:463061,Hôtel de Ville,Métro 11,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3514239919428728,48.85760073633446,,pollution moyenne
IDFM:490762,Serge Gainsbourg,Métro 11,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,2.427162168589524,48.88125303440166,,pas de données
IDFM:22364,Châtelet,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3481609912345776,48.85695346078533,,pollution moyenne
IDFM:22042,Porte de Versailles,Métro 12,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.28813294509322,48.83230151439446,,pollution faible
IDFM:22208,Porte de Charenton,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.402511872850073,48.83344922287947,,pollution faible
IDFM:463259,Porte de Saint-Cloud,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.2567894964207142,48.83799728287381,,pollution moyenne
IDFM:463233,Pont de Sèvres,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.230505217088554,48.82966919074605,,pollution moyenne
IDFM:21941,Mairie de Montreuil,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.4418193772459085,48.8622744369706,,pollution moyenne
IDFM:21996,Goncourt,Métro 11,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3707644347484003,48.8700070178386,,pollution moyenne
IDFM:463141,Cardinal Lemoine,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3513280016731763,48.84670003526311,,pollution moyenne
IDFM:22183,La Motte-Picquet - Grenelle,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.298745444388579,48.84950618174656,,pollution faible
IDFM:463144,Chaussée d'Antin - La Fayette,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.333970457594147,48.87280723715393,,pollution moyenne
IDFM:24684,Pré-Saint-Gervais,Métro 7B,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.398580770693528,48.8801595806643,,pollution moyenne
IDFM:22197,Grands Boulevards,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.342839648636545,48.87146677844407,,pollution moyenne
IDFM:22009,Campo-Formio,Métro 5,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,Action(s) d'amélioration de la qualité de l'air en cours,2.358468834639247,48.83559543123327,,pollution moyenne
IDFM:463290,Ranelagh,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.269948157934635,48.85550355839564,,pollution moyenne
IDFM:21907,Michel-Ange - Auteuil,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.263989525333329,48.84797535417627,,pollution moyenne
IDFM:463046,Gare de Lyon,Métro 14,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.373100581933962,48.84467563174822,,pollution moyenne
IDFM:21995,Jourdain,Métro 11,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.389325378910096,48.875247348641416,,pollution faible
IDFM:22043,Rue du Bac,Métro 12,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3256727584985164,48.85587553200213,,pollution moyenne
IDFM:22112,Père Lachaise,Métro 2,pollution élevée,ELEVE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,Action(s) d'amélioration de la qualité de l'air en cours,2.387689326065689,48.86248637862667,,pollution élevée
IDFM:462946,République,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,,2.364333297545428,48.86720306822776,,pollution moyenne
