station1,station2,connected,temps_trajet_min,pollution_moyenne,pollution_station1,pollution_station2,lat_station1,lon_station1,lat_station2,lon_station2,ligne_metro
Bastille,Ledru-Rollin,True,0.5,2.0,MOYENNE,MOYENNE,48.853425461693256,2.3695064282002,48.85133776679838,2.376141223318593,Métro 8
Madeleine,Opéra,True,0.43,1.5,MOYENNE,FAIBLE,48.86956561611772,2.3260272117729994,48.87059812248669,2.332135072925294,Métro 8
Richelieu - Drouot,Opéra,True,0.44,1.5,MOYENNE,FAIBLE,48.87173920910264,2.3384190255427955,48.87059812248669,2.332135072925294,Métro 8
Créteil - Préfecture,Pointe du Lac,True,1.18,2.0,MOYENNE,MOYENNE,48.77975652677895,2.459305169291261,48.76876136434425,2.464317312722042,Métro 8
Créteil - Préfecture,Créteil - Université,True,1.2,2.0,MOYENNE,MOYENNE,48.77975652677895,2.459305169291261,48.78994285432577,2.4505697455342568,Métro 8
Créteil - L'Echat,Créteil - Université,True,0.69,2.0,MOYENNE,MOYENNE,48.79661108096057,2.449424047013373,48.78994285432577,2.4505697455342568,Métro 8
Grands Boulevards,Richelieu - Drouot,True,0.32,2.0,MOYENNE,MOYENNE,48.871558801223806,2.3432202183423976,48.87213587031796,2.3385912215385414,Métro 9
Grands Boulevards,Bonne Nouvelle,True,0.37,2.0,MOYENNE,MOYENNE,48.871558801223806,2.3432202183423976,48.87049007203075,2.348428667867017,Métro 9
Jasmin,Ranelagh,True,0.33,2.0,MOYENNE,MOYENNE,48.85246214784456,2.268219083521012,48.85550355839564,2.269948157934635,Métro 9
Jasmin,Michel-Ange - Auteuil,True,0.57,2.5,MOYENNE,ELEVE,48.85246214784456,2.268219083521012,48.84770893216831,2.2638093220226634,Métro 9
La Muette,Ranelagh,True,0.39,2.0,MOYENNE,MOYENNE,48.85809196689865,2.2740962446697224,48.85550355839564,2.269948157934635,Métro 9
La Muette,Rue de la Pompe,True,0.65,2.0,MOYENNE,MOYENNE,48.85809196689865,2.2740962446697224,48.863951708879945,2.2778858979590564,Métro 9
Michel-Ange - Molitor,Exelmans,True,0.27,2.5,ELEVE,MOYENNE,48.844880488259605,2.261631583355701,48.842624465259945,2.25967486021195,Métro 9
Michel-Ange - Molitor,Michel-Ange - Auteuil,True,0.33,3.0,ELEVE,ELEVE,48.844880488259605,2.261631583355701,48.84770893216831,2.2638093220226634,Métro 9
Mairie de Montreuil,Croix de Chavaux,True,0.6,2.0,MOYENNE,MOYENNE,48.8622744369706,2.4418193772459085,48.857992585158016,2.4358546126745826,Métro 9
Maraîchers,Porte de Montreuil,True,0.33,2.0,MOYENNE,MOYENNE,48.85265013095636,2.4060490065790447,48.85348263120656,2.410718154027495,Métro 9
Maraîchers,Buzenval,True,0.34,2.0,MOYENNE,MOYENNE,48.85265013095636,2.4060490065790447,48.85176243983227,2.401170769368413,Métro 9
Marcel Sembat,Billancourt,True,0.42,2.0,MOYENNE,MOYENNE,48.83359298218974,2.243583048618053,48.83191997405451,2.237891101038026,Métro 9
Marcel Sembat,Porte de Saint-Cloud,True,1.0,2.0,MOYENNE,MOYENNE,48.83359298218974,2.243583048618053,48.83799728287381,2.2567894964207142,Métro 9
Miromesnil,Saint-Philippe-du-Roule,True,0.35,2.5,MOYENNE,ELEVE,48.87369210197914,2.3146768238242688,48.87215513107743,2.3101372056878247,Métro 9
Miromesnil,Saint-Augustin,True,0.44,2.0,MOYENNE,MOYENNE,48.87369210197914,2.3146768238242688,48.87454661293485,2.3210135978086,Métro 9
République,Oberkampf,True,0.43,2.5,MOYENNE,ELEVE,48.86751235781114,2.3633023407804536,48.86477709852134,2.3681558453945515,Métro 9
République,Strasbourg - Saint-Denis,True,0.68,2.0,MOYENNE,MOYENNE,48.86751235781114,2.3633023407804536,48.869349679171926,2.353731582673184,Métro 9
Buzenval,Nation,True,0.46,2.0,MOYENNE,MOYENNE,48.85176243983227,2.401170769368413,48.84888521841715,2.3959437210498136,Métro 9
Charonne,Rue des Boulets,True,0.4,2.0,MOYENNE,MOYENNE,48.85500743705073,2.3848878986690423,48.85221407333194,2.3891047050322425,Métro 9
Charonne,Voltaire,True,0.43,2.0,MOYENNE,MOYENNE,48.85500743705073,2.3848878986690423,48.85766243438601,2.3800316941488044,Métro 9
Chaussée d'Antin - La Fayette,Richelieu - Drouot,True,0.32,2.0,MOYENNE,MOYENNE,48.87280723715393,2.333970457594147,48.87213587031796,2.3385912215385414,Métro 9
Chaussée d'Antin - La Fayette,Havre-Caumartin,True,0.44,2.0,MOYENNE,MOYENNE,48.87280723715393,2.333970457594147,48.8737568325288,2.327677208279404,Métro 9
Franklin D. Roosevelt,Saint-Philippe-du-Roule,True,0.35,2.5,MOYENNE,ELEVE,48.86872488799857,2.309488192337113,48.87215513107743,2.3101372056878247,Métro 9
Franklin D. Roosevelt,Alma - Marceau,True,0.71,2.0,MOYENNE,MOYENNE,48.86872488799857,2.309488192337113,48.86464714790582,2.30110435239267,Métro 9
Iéna,Alma - Marceau,True,0.49,2.5,ELEVE,MOYENNE,48.86468583928868,2.293906396859107,48.86464714790582,2.30110435239267,Métro 9
Iéna,Trocadéro,True,0.51,3.0,ELEVE,ELEVE,48.86468583928868,2.293906396859107,48.863088061116,2.28683987979629,Métro 9
Oberkampf,Saint-Ambroise,True,0.52,2.5,ELEVE,MOYENNE,48.86477709852134,2.3681558453945515,48.86141665790915,2.3738805382115475,Métro 9
Billancourt,Pont de Sèvres,True,0.55,2.0,MOYENNE,MOYENNE,48.83191997405451,2.237891101038026,48.82966919074605,2.230505217088554,Métro 9
Havre-Caumartin,Saint-Augustin,True,0.46,2.0,MOYENNE,MOYENNE,48.8737568325288,2.327677208279404,48.87454661293485,2.3210135978086,Métro 9
Porte de Saint-Cloud,Exelmans,True,0.51,2.0,MOYENNE,MOYENNE,48.83799728287381,2.2567894964207142,48.842624465259945,2.25967486021195,Métro 9
Rue des Boulets,Nation,True,0.58,2.0,MOYENNE,MOYENNE,48.85221407333194,2.3891047050322425,48.84888521841715,2.3959437210498136,Métro 9
Saint-Ambroise,Voltaire,True,0.57,2.0,MOYENNE,MOYENNE,48.86141665790915,2.3738805382115475,48.85766243438601,2.3800316941488044,Métro 9
Strasbourg - Saint-Denis,Bonne Nouvelle,True,0.38,2.0,MOYENNE,MOYENNE,48.869349679171926,2.353731582673184,48.87049007203075,2.348428667867017,Métro 9
Croix de Chavaux,Robespierre,True,0.9,2.0,MOYENNE,MOYENNE,48.857992585158016,2.4358546126745826,48.85567380855032,2.422973086496352,Métro 9
Porte de Montreuil,Robespierre,True,0.86,2.0,MOYENNE,MOYENNE,48.85348263120656,2.410718154027495,48.85567380855032,2.422973086496352,Métro 9
Rue de la Pompe,Trocadéro,True,0.61,2.5,MOYENNE,ELEVE,48.863951708879945,2.2778858979590564,48.863088061116,2.28683987979629,Métro 9
La Fourche,Guy Môquet,True,0.59,2.0,,,48.88742451051807,2.325686960766736,48.8930014419616,2.327483258626126,Métro 13
Le Kremlin-Bicêtre,Maison Blanche,True,1.15,2.0,,,48.81025257278989,2.362130413802561,48.82120786862075,2.3589182598590392,Métro 7
Boulogne Jean Jaurès,Michel-Ange - Molitor,True,1.57,2.0,,,48.841991575324506,2.239077780728926,48.84515597018703,2.2618218573220084,Métro 10
Porte d'Auteuil,Michel-Ange - Auteuil,True,0.39,2.0,,,48.84790412362924,2.258280744595537,48.84797535417627,2.263989525333329,Métro 10
Michel-Ange - Auteuil,Eglise d'Auteuil,True,0.36,2.0,,,48.84797535417627,2.263989525333329,48.84714336145718,2.269111389021892,Métro 10
Pre-Saint-Gervais,Place des Fêtes,True,0.51,2.0,,,48.8801595806643,2.398580770693528,48.87672366197325,2.393139370360497,Métro 7B
